,Material Category,Material Type,Jurisdiction(s),Business Group,Total Disposed Tons,Material Tons Disposed,Percent of Disposal,Total Curbside Recycle Tons,Material Tons in Curbside Recycle,Percent of Curbside Recycle,Total Curbside Organics Tons,Material Tons in Curbside Organics,Percent of Curbside Organics,Total Other Diversion Tons,Material Tons in Other Diversion,Percent of Other Diversion,Material Tons Generated (Sum of all Streams),Percent of Total Generation
39,Other Organic,Food,Fresno (Countywide),Services - Repair & Personal,5181.866332,385.4018615,0.07437510672,795.7620347,1.658470421,0.002084128607,1290.765452,1226.22718,0.95,1009.706199,0,0,1613.287512,0.1948862067
40,Other Organic,Leaves and Grass,Fresno (Countywide),Services - Repair & Personal,5181.866332,175.9589779,0.03395668021,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,175.9589779,0.02125596182
41,Other Organic,Prunings and Trimmings,Fresno (Countywide),Services - Repair & Personal,5181.866332,31.40352511,0.006060273094,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,31.40352511,0.003793566765
42,Other Organic,Branches and Stumps,Fresno (Countywide),Services - Repair & Personal,5181.866332,0,0,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,0,0
43,Other Organic,Manures,Fresno (Countywide),Services - Repair & Personal,5181.866332,0,0,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,0,0
44,Other Organic,Textiles,Fresno (Countywide),Services - Repair & Personal,5181.866332,207.5805273,0.04005902777,795.7620347,1.520481509,0.001910723863,1290.765452,0,0,1009.706199,14.57980389,0.01443964976,223.6808127,0.02702079127
45,Other Organic,Carpet,Fresno (Countywide),Services - Repair & Personal,5181.866332,41.84119227,0.008074541023,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,41.84119227,0.005054443916
46,Other Organic,Remainder / Composite Organic,Fresno (Countywide),Services - Repair & Personal,5181.866332,269.9630786,0.05209765387,795.7620347,4.377143737,0.005500568695,1290.765452,0,0,1009.706199,0.04570080532,4.53E-05,274.3859231,0.03314600241
47,Inerts and Other,Concrete,Fresno (Countywide),Services - Repair & Personal,5181.866332,9.40573889,0.001815125726,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,9.40573889,0.001136219527
48,Inerts and Other,Asphalt Paving,Fresno (Countywide),Services - Repair & Personal,5181.866332,0,0,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,0,0
49,Inerts and Other,Asphalt Roofing,Fresno (Countywide),Services - Repair & Personal,5181.866332,120.6614623,0.02328532898,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,120.6614623,0.01457598507
50,Inerts and Other,Clean Dimensional Lumber,Fresno (Countywide),Services - Repair & Personal,5181.866332,27.2757831,0.005263698706,795.7620347,3.15615101,0.003966199533,1290.765452,0,0,1009.706199,0,0,30.43193411,0.003676197925
51,Inerts and Other,Clean Engineered Wood,Fresno (Countywide),Services - Repair & Personal,5181.866332,37.34712744,0.007207273412,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,37.34712744,0.004511557888
52,Inerts and Other,Clean Pallets & Crates,Fresno (Countywide),Services - Repair & Personal,5181.866332,72.6807096,0.01402597152,795.7620347,0,0,1290.765452,0,0,1009.706199,117.7854455,0.1166531864,190.4661551,0.02300843849
53,Inerts and Other,Other Wood Waste,Fresno (Countywide),Services - Repair & Personal,5181.866332,256.4984789,0.0494992465,795.7620347,0,0,1290.765452,0,0,1009.706199,0.3483435381,0.0003449949484,256.8468224,0.03102726735
54,Inerts and Other,Gypsum Board,Fresno (Countywide),Services - Repair & Personal,5181.866332,79.54882979,0.01535138591,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,79.54882979,0.009609551662
55,Inerts and Other,"Rock, Soil and Fines",Fresno (Countywide),Services - Repair & Personal,5181.866332,105.3258228,0.0203258471,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,105.3258228,0.01272342959
56,Inerts and Other,Remainder / Composite Inerts and Other,Fresno (Countywide),Services - Repair & Personal,5181.866332,122.7021179,0.02367913606,795.7620347,7.118617972,0.00894566172,1290.765452,0,0,1009.706199,0,0,129.8207359,0.01568243143
57,Household Hazardous Waste (HHW),Paint,Fresno (Countywide),Services - Repair & Personal,5181.866332,71.801787,0.01385635646,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,71.801787,0.008673703729
58,Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Fresno (Countywide),Services - Repair & Personal,5181.866332,56.43364048,0.01089060135,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,56.43364048,0.006817221386
59,Household Hazardous Waste (HHW),Used Oil,Fresno (Countywide),Services - Repair & Personal,5181.866332,0.3309937439,6.39E-05,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,0.3309937439,4.00E-05
60,Household Hazardous Waste (HHW),Batteries,Fresno (Countywide),Services - Repair & Personal,5181.866332,0.2329426191,4.50E-05,795.7620347,3.432602194,0.004313603871,1290.765452,0,0,1009.706199,0,0,3.665544813,0.0004428002567
61,Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Fresno (Countywide),Services - Repair & Personal,5181.866332,0.2592255758,5.00E-05,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,0.2592255758,3.13E-05
62,Special Waste,Ash,Fresno (Countywide),Services - Repair & Personal,5181.866332,0,0,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,0,0
63,Special Waste,Treated Medical Waste,Fresno (Countywide),Services - Repair & Personal,5181.866332,0,0,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,0,0
64,Special Waste,Bulky Items,Fresno (Countywide),Services - Repair & Personal,5181.866332,63.63753894,0.01228081445,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,63.63753894,0.007687457121
65,Special Waste,Tires,Fresno (Countywide),Services - Repair & Personal,5181.866332,47.98053083,0.009259314648,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,47.98053083,0.005796080106
66,Special Waste,Remainder / Composite Special Waste,Fresno (Countywide),Services - Repair & Personal,5181.866332,0.005516562399,1.06E-06,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,0.005516562399,6.66E-07
67,Mixed Residue,Mixed Residue,Fresno (Countywide),Services - Repair & Personal,5181.866332,22.3144949,0.004306266019,795.7620347,0,0,1290.765452,0,0,1009.706199,0,0,22.3144949,0.002695605858
0,Paper,Uncoated Corrugated Cardboard,Santa Cruz (Countywide),Education,4721.496023,58.22299981,0.01233147281,528.2813741,146.0469848,0.2764568126,81.84410797,0,0,202.6828449,23.16245243,0.1142792941,227.4324371,0.04109503611
1,Paper,Paper Bags,Santa Cruz (Countywide),Education,4721.496023,15.08870863,0.003195747399,528.2813741,2.433062572,0.004605618694,81.84410797,0,0,202.6828449,0.4405224385,0.002173456953,17.96229364,0.003245628088
2,Paper,Newspaper,Santa Cruz (Countywide),Education,4721.496023,58.17125603,0.01232051361,528.2813741,11.29173009,0.02137446188,81.84410797,0,0,202.6828449,1.103165195,0.005442814834,70.56615132,0.01275068136
3,Paper,White Ledger Paper,Santa Cruz (Countywide),Education,4721.496023,166.989926,0.03536801158,528.2813741,118.5338217,0.2243763032,81.84410797,0,0,202.6828449,17.13977124,0.08456448914,302.663519,0.0546886293
4,Paper,Other Office Paper,Santa Cruz (Countywide),Education,4721.496023,174.5329394,0.03696560127,528.2813741,54.29493121,0.1027765389,81.84410797,0,0,202.6828449,3.771555667,0.01860816424,232.5994263,0.0420286655
5,Paper,Magazines and Catalogs,Santa Cruz (Countywide),Education,4721.496023,50.15058339,0.01062175699,528.2813741,32.67892515,0.06185893873,81.84410797,0,0,202.6828449,5.246100042,0.02588329587,88.07560858,0.01591448591
6,Paper,Phone Books and Directories,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,2.62039028,0.004960217051,81.84410797,0,0,202.6828449,0,0,2.62039028,0.0004734814195
7,Paper,Other Miscellaneous Paper - Compostable,Santa Cruz (Countywide),Education,4721.496023,17.09020557,0.003619658999,528.2813741,34.28027477,0.06489018249,81.84410797,1.692233478,0.02067630181,202.6828449,9.282769027,0.04579948062,62.34548284,0.01126527905
8,Paper,Other Miscellaneous Paper - Other,Santa Cruz (Countywide),Education,4721.496023,190.6351438,0.04037600431,528.2813741,36.82915425,0.06971503456,81.84410797,3.098478372,0.03785829486,202.6828449,0.7816278942,0.003856408739,231.3444043,0.04180189409
9,Paper,Remainder / Composite Paper - Compostable,Santa Cruz (Countywide),Education,4721.496023,602.146061,0.127532896,528.2813741,3.892608749,0.007368438373,81.84410797,0,0,202.6828449,9.86E-05,4.86E-07,606.0387683,0.109505862
10,Paper,Remainder / Composite Paper - Other,Santa Cruz (Countywide),Education,4721.496023,237.3551443,0.0502711732,528.2813741,8.441221424,0.01597864668,81.84410797,0.03407659267,0.0004163597542,202.6828449,0.08178272946,0.0004035009944,245.912225,0.04443417086
11,Glass,Clear Glass Bottles and Containers,Santa Cruz (Countywide),Education,4721.496023,16.75078547,0.003547770747,528.2813741,0.9051106521,0.001713311687,81.84410797,0,0,202.6828449,0.3373312934,0.001664330761,17.99322742,0.003251217548
12,Glass,Green Glass Bottles and Containers,Santa Cruz (Countywide),Education,4721.496023,1.122521747,0.0002377470492,528.2813741,0.8528408528,0.001614368582,81.84410797,0,0,202.6828449,0,0,1.9753626,0.0003569306051
13,Glass,Brown Glass Bottles and Containers,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0.01355166016,6.69E-05,0.01355166016,2.45E-06
14,Glass,Other Glass Colored Bottles and Containers,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
15,Glass,Flat Glass,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
16,Glass,Remainder / Composite Glass,Santa Cruz (Countywide),Education,4721.496023,5.449588326,0.001154207967,528.2813741,0.05696500608,0.0001078308055,81.84410797,0,0,202.6828449,0,0,5.506553333,0.0009949856359
17,Metal,Tin/Steel Cans,Santa Cruz (Countywide),Education,4721.496023,20.00248834,0.004236472559,528.2813741,0.5443322803,0.001030383252,81.84410797,0,0,202.6828449,7.024616542,0.03465817023,27.57143716,0.004981915598
18,Metal,Major Appliances,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
19,Metal,Used Oil Filters,Santa Cruz (Countywide),Education,4721.496023,0.7043685592,0.0001491833427,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0.7043685592,0.0001272731882
20,Metal,Other Ferrous,Santa Cruz (Countywide),Education,4721.496023,18.84568462,0.003991464681,528.2813741,0.4493906035,0.0008506652431,81.84410797,0,0,202.6828449,65.57792268,0.3235494485,84.8729979,0.0153358024
21,Metal,Aluminum Cans,Santa Cruz (Countywide),Education,4721.496023,7.757245272,0.001642963424,528.2813741,3.066125889,0.005803963644,81.84410797,0,0,202.6828449,11.75067817,0.05797569192,22.57404933,0.004078931679
22,Metal,Other Non-Ferrous,Santa Cruz (Countywide),Education,4721.496023,10.78303584,0.002283817627,528.2813741,0,0,81.84410797,0,0,202.6828449,0.732436166,0.00361370577,11.51547201,0.00208074426
23,Metal,Remainder / Composite Metal,Santa Cruz (Countywide),Education,4721.496023,18.56294349,0.00393158088,528.2813741,0.08228278656,0.0001557556079,81.84410797,0,0,202.6828449,0,0,18.64522627,0.003369027993
24,Electronics,Brown Goods,Santa Cruz (Countywide),Education,4721.496023,1.408737118,0.0002983666854,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,1.408737118,0.0002545463765
25,Electronics,Computer-related Electronics,Santa Cruz (Countywide),Education,4721.496023,0.8526566769,0.0001805903622,528.2813741,9.28529599,0.01757642129,81.84410797,0,0,202.6828449,6.704297618,0.03307777539,16.84225029,0.003043246129
26,Electronics,Other Small Consumer Electronics,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
27,Electronics,Video Display Devices,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,3.674218176,0.01812791891,3.674218176,0.0006638988288
28,Plastic,PETE Plastic Containers,Santa Cruz (Countywide),Education,4721.496023,34.48801084,0.007304466778,528.2813741,12.74072737,0.02411731323,81.84410797,0,0,202.6828449,31.64501289,0.1561306923,78.8737511,0.01425179139
29,Plastic,HDPE Plastic Containers,Santa Cruz (Countywide),Education,4721.496023,12.69705557,0.002689201794,528.2813741,0.2595072499,0.0004912292249,81.84410797,0,0,202.6828449,1.714781018,0.008460415181,14.67134384,0.002650982475
30,Plastic,Miscellaneous Plastic Containers,Santa Cruz (Countywide),Education,4721.496023,16.83792273,0.003566226181,528.2813741,3.645760389,0.00690117155,81.84410797,0.1475465891,0.001802775946,202.6828449,0.004224781193,2.08E-05,20.63545449,0.003728644683
31,Plastic,Plastic Trash Bags,Santa Cruz (Countywide),Education,4721.496023,152.1159276,0.03221773922,528.2813741,0.2215305792,0.0004193420212,81.84410797,0,0,202.6828449,0.0005420664063,2.67E-06,152.3380002,0.02752613348
32,Plastic,Plastic Grocery and Other Merchandise Bags,Santa Cruz (Countywide),Education,4721.496023,7.48566403,0.001585443257,528.2813741,0.1898833536,0.0003594360182,81.84410797,0,0,202.6828449,0,0,7.675547383,0.001386903737
33,Plastic,Non-Bag Commercial and Industrial Packaging Film,Santa Cruz (Countywide),Education,4721.496023,6.574968775,0.001392560482,528.2813741,0.4304022681,0.0008147216413,81.84410797,0,0,202.6828449,0,0,7.005371043,0.001265808781
34,Plastic,Film Products,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,2.082387444,0.003941815,81.84410797,0,0,202.6828449,0,0,2.082387444,0.0003762690508
35,Plastic,Other Film - Other,Santa Cruz (Countywide),Education,4721.496023,92.26809804,0.0195421319,528.2813741,6.345268732,0.01201115361,81.84410797,0,0,202.6828449,0,0,98.61336677,0.0178185659
36,Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Santa Cruz (Countywide),Education,4721.496023,2.685186319,0.0005687151501,528.2813741,4.911649413,0.009297411671,81.84410797,0,0,202.6828449,0.0001478362926,7.29E-07,7.596983568,0.001372707948
37,Plastic,Durable Plastic Items - Other,Santa Cruz (Countywide),Education,4721.496023,41.57483805,0.008805437482,528.2813741,1.696291292,0.003210961763,81.84410797,0,0,202.6828449,0,0,43.27112934,0.007818711551
38,Plastic,Remainder / Composite Plastic,Santa Cruz (Countywide),Education,4721.496023,252.1032026,0.05339477179,528.2813741,1.436784042,0.002719732538,81.84410797,0,0,202.6828449,0,0,253.5399867,0.04581244013
39,Other Organic,Food,Santa Cruz (Countywide),Education,4721.496023,1594.616676,0.3377354696,528.2813741,1.946304374,0.003684219187,81.84410797,62.11711402,0.7589686731,202.6828449,4.073111548,0.02009598568,1662.753206,0.3004448439
40,Other Organic,Leaves and Grass,Santa Cruz (Countywide),Education,4721.496023,185.5949741,0.0393085101,528.2813741,0,0,81.84410797,7.377329456,0.09013879728,202.6828449,8.153827703,0.04022949109,201.1261313,0.03634171859
41,Other Organic,Prunings and Trimmings,Santa Cruz (Countywide),Education,4721.496023,13.95993246,0.002956675679,528.2813741,22.45054184,0.04249731855,81.84410797,7.377329456,0.09013879728,202.6828449,0,0,43.78780376,0.007912070062
42,Other Organic,Branches and Stumps,Santa Cruz (Countywide),Education,4721.496023,54.38466718,0.01151852441,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,54.38466718,0.009826829849
43,Other Organic,Manures,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
44,Other Organic,Textiles,Santa Cruz (Countywide),Education,4721.496023,88.56393324,0.01875759988,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,88.56393324,0.01600272187
45,Other Organic,Carpet,Santa Cruz (Countywide),Education,4721.496023,140.9263199,0.02984781078,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,140.9263199,0.02546414346
46,Other Organic,Remainder / Composite Organic,Santa Cruz (Countywide),Education,4721.496023,194.3399092,0.04116066353,528.2813741,1.278547914,0.002420202523,81.84410797,0,0,202.6828449,0,0,195.6184571,0.03534653043
47,Inerts and Other,Concrete,Santa Cruz (Countywide),Education,4721.496023,10.23188012,0.002167084347,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,10.23188012,0.001848810524
48,Inerts and Other,Asphalt Paving,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
49,Inerts and Other,Asphalt Roofing,Santa Cruz (Countywide),Education,4721.496023,0.8897287064,0.0001884421171,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0.8897287064,0.0001607661325
50,Inerts and Other,Clean Dimensional Lumber,Santa Cruz (Countywide),Education,4721.496023,4.708147738,0.0009971728696,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,4.708147738,0.0008507207845
51,Inerts and Other,Clean Engineered Wood,Santa Cruz (Countywide),Education,4721.496023,5.783236591,0.001224873761,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,5.783236591,0.001044979861
52,Inerts and Other,Clean Pallets & Crates,Santa Cruz (Countywide),Education,4721.496023,20.13011198,0.004263502899,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,20.13011198,0.003637333748
53,Inerts and Other,Other Wood Waste,Santa Cruz (Countywide),Education,4721.496023,63.09659409,0.0133636868,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,63.09659409,0.01140099823
54,Inerts and Other,Gypsum Board,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
55,Inerts and Other,"Rock, Soil and Fines",Santa Cruz (Countywide),Education,4721.496023,9.193863299,0.00194723521,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,9.193863299,0.001661250036
56,Inerts and Other,Remainder / Composite Inerts and Other,Santa Cruz (Countywide),Education,4721.496023,19.63334679,0.004158289384,528.2813741,2.060338675,0.003900078208,81.84410797,0,0,202.6828449,0,0,21.69368546,0.00391985769
57,Household Hazardous Waste (HHW),Paint,Santa Cruz (Countywide),Education,4721.496023,0.519008412,0.0001099245683,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0.519008412,9.38E-05
58,Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Santa Cruz (Countywide),Education,4721.496023,0.8526566769,0.0001805903622,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0.8526566769,0.0001540675436
59,Household Hazardous Waste (HHW),Used Oil,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
60,Household Hazardous Waste (HHW),Batteries,Santa Cruz (Countywide),Education,4721.496023,0.6223029315,0.0001318020662,528.2813741,0,0,81.84410797,0,0,202.6828449,0.2662995289,0.001313873056,0.8886024604,0.0001605626298
61,Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Santa Cruz (Countywide),Education,4721.496023,8.648904466,0.001831814413,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,8.648904466,0.00156278078
62,Special Waste,Ash,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
63,Special Waste,Treated Medical Waste,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
64,Special Waste,Bulky Items,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
65,Special Waste,Tires,Santa Cruz (Countywide),Education,4721.496023,0,0,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,0,0
66,Special Waste,Remainder / Composite Special Waste,Santa Cruz (Countywide),Education,4721.496023,1.557025236,0.0003297737049,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,1.557025236,0.0002813407319
67,Mixed Residue,Mixed Residue,Santa Cruz (Countywide),Education,4721.496023,11.78890536,0.002496858052,528.2813741,0,0,81.84410797,0,0,202.6828449,0,0,11.78890536,0.002130151256
0,Paper,Uncoated Corrugated Cardboard,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,5305.633178,0.04051078355,24158.60134,12319.42327,0.5099394246,6301.799393,2.065833499,0.000327816449,3205.787171,567.0473717,0.1768824134,18194.16965,0.1105124266
1,Paper,Paper Bags,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,594.3009872,0.004537742782,24158.60134,110.3880852,0.004569307785,6301.799393,1.07423342,0.0001704645535,3205.787171,3.16098945,0.000986025984,708.9242953,0.004306046698
2,Paper,Newspaper,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,3216.632796,0.02456037019,24158.60134,782.2579884,0.03238010253,6301.799393,3.842450308,0.0006097385951,3205.787171,13.41157619,0.004183551645,4016.144811,0.02439429318
3,Paper,White Ledger Paper,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,2699.977867,0.02061548834,24158.60134,1920.573554,0.0794985408,6301.799393,1.528716789,0.0002425841722,3205.787171,139.7039871,0.04357868433,4761.784125,0.028923349
4,Paper,Other Office Paper,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,3136.594983,0.02394924718,24158.60134,902.5529891,0.03735948851,6301.799393,14.87400119,0.002360278432,3205.787171,257.8788996,0.08044167808,4311.900872,0.02619073241
5,Paper,Magazines and Catalogs,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,1245.392781,0.009509107714,24158.60134,1186.699922,0.04912121794,6301.799393,0,0,3205.787171,21.9058383,0.006833216658,2453.998541,0.01490572743
6,Paper,Phone Books and Directories,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,36.06736168,0.0002753897665,24158.60134,0,0,6301.799393,0,0,3205.787171,0,0,36.06736168,0.0002190752168
7,Paper,Other Miscellaneous Paper - Compostable,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,762.0402112,0.005818503657,24158.60134,967.6897834,0.04005570396,6301.799393,22.88943517,0.003632206254,3205.787171,0.03104812231,9.69E-06,1752.650478,0.0106456992
8,Paper,Other Miscellaneous Paper - Other,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,3976.268691,0.03036051586,24158.60134,2466.117249,0.102080299,6301.799393,0.4131666998,6.56E-05,3205.787171,306.3326995,0.09555615614,6749.131806,0.04099461243
9,Paper,Remainder / Composite Paper - Compostable,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,12967.56099,0.09901288666,24158.60134,44.83807185,0.001855987903,6301.799393,0.2065833499,3.28E-05,3205.787171,0,0,13012.60565,0.07903931062
10,Paper,Remainder / Composite Paper - Other,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,4185.394231,0.031957279,24158.60134,97.09238946,0.004018957393,6301.799393,0,0,3205.787171,2.541025112,0.0007926368709,4285.027645,0.02602750289
11,Glass,Clear Glass Bottles and Containers,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,666.8544167,0.005091719315,24158.60134,596.8623539,0.0247059979,6301.799393,1.156866759,0.0001835772114,3205.787171,14.14931292,0.004413678191,1279.02295,0.00776885852
12,Glass,Green Glass Bottles and Containers,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,576.4225293,0.004401233092,24158.60134,114.251382,0.004729221714,6301.799393,0,0,3205.787171,8.342540647,0.002602337648,699.016452,0.004245865892
13,Glass,Brown Glass Bottles and Containers,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,105.8483163,0.0008081972666,24158.60134,130.4534396,0.005399875505,6301.799393,0,0,3205.787171,13.09772476,0.004085650126,249.3994807,0.001514866704
14,Glass,Other Glass Colored Bottles and Containers,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,6.65138779,5.08E-05,24158.60134,0,0,6301.799393,0,0,3205.787171,0,0,6.65138779,4.04E-05
15,Glass,Flat Glass,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,30.91465005,0.0002360466045,24158.60134,0,0,6301.799393,0,0,3205.787171,0,0,30.91465005,0.0001877773517
16,Glass,Remainder / Composite Glass,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,434.2258624,0.003315500588,24158.60134,0,0,6301.799393,0,0,3205.787171,0.2483438786,7.75E-05,434.4742063,0.002639021167
17,Metal,Tin/Steel Cans,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,289.9164436,0.002213636318,24158.60134,37.48027357,0.001551425641,6301.799393,0,0,3205.787171,0.6479314404,0.0002021130555,328.0446486,0.00199256195
18,Metal,Major Appliances,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,0,0,24158.60134,0,0,6301.799393,0,0,3205.787171,0,0,0,0
19,Metal,Used Oil Filters,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,0,0,24158.60134,0,0,6301.799393,0,0,3205.787171,0,0,0,0
20,Metal,Other Ferrous,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,1521.271035,0.01161555643,24158.60134,27.02857163,0.001118797038,6301.799393,0,0,3205.787171,640.3867392,0.1997595926,2188.686345,0.01329420599
21,Metal,Aluminum Cans,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,126.5568626,0.000966315894,24158.60134,67.54048627,0.002795711776,6301.799393,0.8263333996,0.0001311265796,3205.787171,16.10379839,0.005023352311,211.0274807,0.001281792982
22,Metal,Other Non-Ferrous,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,1223.473306,0.009341743127,24158.60134,18.05597203,0.0007473931033,6301.799393,0,0,3205.787171,58.11805783,0.01812910675,1299.647336,0.007894132218
23,Metal,Remainder / Composite Metal,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,2153.478075,0.01644272818,24158.60134,11.29882912,0.0004676938438,6301.799393,0,0,3205.787171,182.1520581,0.05681976014,2346.928963,0.01425538069
24,Electronics,Brown Goods,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,760.2750713,0.005805026057,24158.60134,0,0,6301.799393,0,0,3205.787171,0,0,760.2750713,0.004617954247
25,Electronics,Computer-related Electronics,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,0,0,24158.60134,8.972599597,0.0003714039348,6301.799393,0,0,3205.787171,42.067497,0.01312236114,51.0400966,0.0003100204646
26,Electronics,Other Small Consumer Electronics,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,1.967295912,1.50E-05,24158.60134,4.430913381,0.0001834093505,6301.799393,0.4544833698,7.21E-05,3205.787171,0.2113658879,6.59E-05,7.064058551,4.29E-05
27,Electronics,Video Display Devices,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,1810.127677,0.01382110072,24158.60134,0,0,6301.799393,0,0,3205.787171,1.398186818,0.0004361446172,1811.525864,0.01100331166
28,Plastic,PETE Plastic Containers,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,483.1307621,0.00368891046,24158.60134,239.7002751,0.009921943399,6301.799393,5.288533758,0.0008392101093,3205.787171,42.95200627,0.01339827131,771.0715773,0.004683532842
29,Plastic,HDPE Plastic Containers,San Mateo (Countywide),"Services - Professional, Technical, & Financial",130968.4166,499.6938646,0.003815376847,24158.60134,72.18778819,0.002988078125,6301.799393,0.08263333996,1.31E-05,3205.787171,14.45515109,0.004509080084,586.4194372,0.003561945186
